label,sentence
1,"When this is applied, it is a beautiful light mauve, not the purple it looks in the bottle. I have gotten several compliments on it. It's a great cool colored neutral to wear with anything from casual to dressy. It is also a very romantic color, and would be great for summer (although I would not hesitate to wear it year round.) It also would be perfect for prom. It goes on evenly, doesn't clump up, and dries to a nice gloss. I will reorder more of this color while it is still available. Do a search on the internet of this color name and you can see multiple examples under images of how this looks on the nails. It is not a color just for young girls, but is very pretty on mature hands as well. Beautiful!"
1,I am a natural girl and i LOVEEE using this on my wet hair to detangle and smooth out my ends. I would of course never use it on dry or even lightly dampened curly curly hair. But it does wonders and really allows each curl to be defined and curled. it's sturdy and feels like it will never break ever...CONS: the denman gold lettering has began to smudge off :( i liked that little added decoration. haha
1,"I love this polish. Usually I hate polish from Essie & their brushes are too skinny. This nude was easy to apply, didn't streak, & I only used two coats. Beautiful. So far I'm on day 2/3 & no chipping has occured. This is a must buy. "")"
1,"I bough it because my main problem was a itchy legs after taking a shower. I searched on the web and lot of people have same problem and lots of them put baby oil after a shower. What I do is this: I take a shower, when finished I close the water and I apply oil all over my body, including under arm, between legs, tummy, butt... And with a touching movements with my towel I remove the excess of water. I don't rub on my to keep the oil on. I get dress as normal. I do this with my 2 years old toddler. One massage persontold me is better to apply oil on our body after a shower/bath because our bodies are warm and lotion is cold, so is better to apply oil which is not cold as lotion. Recommended.... :) As a prime mom I get 20% off when subscribed to 5 or more items to receive every month. I get diapers, wipes, organic chia seeds, deodorant, this oil, toilet paper and I get 20% off.... what a good deal."
1,"I've been using this for acne for about 7 years, it is great. It makes all my acne go away and it is completely inexpensive. The only bad thing is that it bleaches some of my clothes and pillow cases so I only wear it when I'm at home and have something white on or something that I don't mind if it gets stained. But overall it works great!"
1,I wont ever be without this again! I'm 28 and just starting my anti-aging regime. i love how moisturizing this is on my dry skin. Not to mention that it has diminished most of the dark spots i have from acne outbreaks. I love it. I also use it under my eyes because it doesnt sting like other products might.
0,This came off in about an hour. Added another coat. Same story. Don't bother with this. Save your money honey.
1,"I read other reviews that this was a nice product and crossed my fingers -- am I glad I did! I just received it and used for the first time, but I must say, it feels great, and the fragrance is absolutely unbelievable. It's not strong, but it's like I just brought in a bouquet of fresh lilacs from the lilac bush outside! Beautiful. No powdery undertones, no greasy feeling on the hands -- just perfect. It's February, but my hands smell like Spring! (And they feel better!) I highly recommend -- it's only been on my hands for about an hour, but the fragrance is still there, not overpowering, and really, really perfect. Will update review if necessary. But for now, all thumbs up! (I guess that should be &#34;both&#34; thumbs up...)"
1,"The color is more salmon than it looked on screen. Would be perfect if it was a little more pink. Of course it's impossible to find the perfect shade online, but my local stores are never well stocked.It's matte, like a satin finish with no hint of sparkle, shine or gloss without a top coat. It looks a little juvenile, like taffy.Like many Essie colors, it's opaque in one coat. Dries Fast. Amazing.ONE COAT is all is takes, but if that isn't enough for you, it won't take more than two which is all you need for a good manicure. I did not get a single streak, it is not lumpy, just be sure you put it on fast and don't hesitate. Like I said, it dries fast."
0,"I have very long hair, well past mid-back but not quite to my waist. So, the majority of you with shorter hair will likely have different results that I did. But, this brush immediately tangled for me. And my hair got so entwined and stuck in this brush it took about three minutes for me to untangle it and free myself from the brush. The bristles weren't the main driver, it was the small seam between the plastic handle and plastic tip, and the metal body. Very surprising that these aren't sealed better to prevent this. Once my hair got tangled in those gaps, it inevitably got tangled in the bristles too. Maybe I just got a bad one, but really can't recommend this for those with long hair :("
1,"All my life I've heard about how horrible mineral oil is so I've just avoided it. It turns out my skin loves the stuff. I started washing my face with this after using a cream wash overseas that I could not find in the US. I had noticed that some eczema which I could not get to clear up started getting better after using cleansing cream as my face wash. I was put out by the heavy rose geranium scent (though if they use rose geranium oil it's probably not so bad for the skin), but I find this does a great job of dissolving makeup and grease while leaving my skin soft.I've tried the oil cleansing method before with a lot of success so I understand how oil can clean the skin well. However, I found the oil cleansing method to much trouble to keep up with. Cleansing cream dissolves just a little faster and easier and requires less heat on my face, which is good.I find just rubbing this in is pleasant, and then washing it off with a warm rag is good enough to leave my skin very clean but soft.I have not seen any increase in breakouts after using this, myself. I'm very happy with the product and see why it's been around so long."
1,"I love this treatment. It works so well with my hair, and it always feels so moisturized and soft after I use it. What a difference! It's a conditioning and a protein treatment all in one! LOVE!"
1,"I think this product is much better than metamucil, but I just can't make myself use it consistently.  I don't like to spoil something like o.j. by putting it in that, even tho it is tasteless.  Drinking it with water is just beyond my ability to do consistently...maybe I'll keep trying, as this is a big container, and I do need the fiber."
1,I got the smaller size and we went through it quick! we loved it so we got the bigger size. it is liquidy but it is effective. I don't have dryness or oiliness...I love that its all natural. I have actually switched all my products to natural and my skin has improved very much.
0,"DEFINITELY READ ALL THE BAD REVIEWS FIRST BEFORE GETTING TRICKED INTO BUYING THIS OILWish I did because I had the exact same problems after getting mine. I usually do always read a couple bad reviews before buying to check out the pros and cons but I ordered this one half asleep.The actual jojoba oil shown on this page is a great oil for your skin but the Jojoba oil I ordered from one of the sellers on here named Livamed sent the oil a lot later after the 1st was lost in the mail plus the oil WAS NOT ORGANIC and PROBABLY not jojoba, or completely jojoba, it smelled like it had been mixed with cocoa butter or something else. Real joboba oil hardly has any smell at all to it this bottle had a strong nutty smell, plus there was no safety seal on it.I went shopping for ORGANIC jojoba oil (not NATURAL jojoba but organic- there's a huge difference) just like the page is showing it's supposed to be, with the organic seal shown on the bottle in the picture at the top of this page. The bottle sent by Livamed does not have an organic seal on it at all which means it was not organic. I doubt it was even pure jojoba oil. There was no seal on the top of the bottle so anyone could've added something else to it to fill up the 4 ounces.  That's false advertising. I threw the bottle out since I dont know whats really in it.If you read the rest of the 1 and 2 star reviews on here they all had the exact same problem. One reviewer who had the same problem, called the company, gave the batch number and found out that not only is the oil not organic but Amazon is not even authorized to sell it."
1,This is definitely my favorite lotion.I apply this at night after I shower and my skin is still silky smooth the entire next day.Does not feel greasy or oily.Recommended!
1,If you like synthetic cotton candy and pink sugar this is for you! You can use as body spray or room spray. The bottle is huge and I love the pink.
1,"I have mature sensitive skin and  was a bit hesitant about trying this product. No problems . . . I use a gentle foam type cleanser and splash rinse with cool water. Gently pat dry and apply cream ( do not use around eyes). Place a small (little finger tip size) amount in palm of hand and gently finger tap into skin. This is a new addition to my skin care routine and it can be used under your usual night time moisturizer.I use Freeman Cucumber Peel Mask and Pomegranate Peel Mask in the morning (alternate every other day) and a 'Smoothies' for what was that deep crease between the brow line (no possibility of getting anything in my eyes).The great thing is that all the products are available with Amazon prime . . . even the body cleanser and lotions. I admit it! I do not enjoy 'real' shopping.As with any new skin care product, be sure to read the directions and do a 'patch test.' Retinol can cause irritation. Certainly worth trying![68 years old and daily time total for skin care is 20 minutes or less.]"
0,Alot of hairdressers claim that loreal is one of the harshest dyes to use on your hair. Evidence of that was in my family when both my brother and sister with continued use of this started having major hair loss. They stopped using it and there hair loss stopped also. you be the judge.
1,"As compared to other brands, the amount of scrub is less.  This one has only 4.2 oz, as compared to others that are at least 5 oz.  Feels oily, even though states ""Oil-free"".  Smell is ok, but Clean & Clear Morning Burst is a bit more exciting."
1,"it covers really well n feels smooth i set it with powder and it lasts all day :)but i think it was used because the bottle was kinda dirty with the foundation its self. And it has stickers that said ""new"" and they were like half way peeled off soo that was a downside :("
1,this product was just what was required it met all my needs and i would happily recommend this item to any of my friends. Thank you for a great item
1,"The color is perfect, not too light not too strong. Just some definition with a hint of gold sparkle. My skin tone is fair w/ light freckles and warm chocolate brown hair."
1,"I love this so much!This mask is everything I was looking for: thick, not too pungent, great ingredients, and best of all, IT WORKS!I use this mask whenever I've had a long day and I know the oil/dirt buildup on my skin is a lot or if I fell asleep the night before and was too lazy and tired to wash my face.You simply apply it, let it dry, rinse, then continue to wash your face with you normal cleanse.I paired this mask along with the Freeman Pineapple Enzyme mask (which smells amazing might I add!) and with my normal Neutrogena cleanser/toner and together they have brought my skin (which was blemished and damaged) back to life.I truly love this and recommend this to anyone whose skin easily gets oily just like mine."
1,this def. helped my shedding with the two step protein treatment and a little really does go a long way so maybe its a keeper we'll see if it stops my shedding all together
1,I do add a couple drops of tea tree oil to mine because I have oily acne prone skin. This really helps to keep my skin clear. I'm on my second bottle.
1,This polish lasts forever compared to other brands. I love it. I will definately stay with this brand. This is a great color forany season.
1,"I am not sure if it works or going to work.  The only problem I have with the product is I don't like taking vitamins all day.  I prefer to take vitamins and supplements in the morning and be done with it.  This product requires you take it morning, noon, and evening a no go in my book, all because I have a bad habit of forgetting to take them or just don't feel like so it is best that I go back to my original hair vitamins.  I will finish the bottle because I bought it but afterwards I will go back to my other hair vitamins that has worked for me.  If you want to try it go for it if it works stick with it.  I give it 4 stars because I do believe when I finish the bottle I will see results and that is what you look for when you buy products is results so if you are okay with 3 vitamins a day and are more committed to the direction buy this product and enjoy."
1,Arrived on time but the color was a little darker than I thought it would be.I will try again in a lighter color.
1,"This brush is nicely balanced. I like that it has the metal under the bristles that will hold the heat to help style my hair when blow drying.  I can get my hair straighter with this brush! The bristles are fabulous! Soft but feel good on the scalp, protected ends as not to tare your hair or your scalp.  Excellent brush!!!"
0,"I bought these SPECIFICALLY to avoid &#34;raccoon eyes,&#34; and after just two uses I looked like I was some comedic movie character who fell asleep on the beach and someone played a prank on me. It was seriously so obvious and embarrassing I had to tan a few more times without goggles (which I NEVER do) just to even things out a little bit. I did myself a BIG FAVOR and ended up buying the Wink Ease sticker goggles, which are amaaaaaazing - although they can be slightly prices since you only get 3-6 uses out of each pair before the sticky properties wear off."
0,"August 28, 2012I just threw away my second brush.  The replacement brush lasted only four months.  I love this brush, but it should last longer than eight or four months.  I am looking for another brand, but it makes me sad.  This is the best brush I have ever used, but two brushes in one year worn to uselessness is just too much.  I cannot understand the problem, but it seems to me it is how the bristles are attached to the padding.  The balls break off and then the whole bristle pushes into the padding.May 17, 2012  Updated Review:Half the end balls were gone and the entire center of the brush have broken off.  It lasted eight months.  I have just retired it and started the replacement they sent me when I emailed them that the balls were disappearing at a fast rate.  Good brush, good company, very short lifetime of use.January 31, 2012, Updated Review:I took the suggestion of a person who commented on my review and emailed the company.  Within five days I had a new brush in the mail.  Wow!  I am so impressed with the Phillips company.  Few companies just make it right anymore.  I would suggest buying Phillips company products because not only do they make great products, they stand behind and make any problems right.  I wish more companies had this old fashioned ethic.December 31, 2011 Original Review:I adored this brush and still like it very much.  I have never had a brush I liked so very much.  Unfortunately, I am already losing the balls on the ends of the brush that keep the bristles from scratching.  I have had it four months and have lost three end balls.  I think that by the time I have had it a year I will have lost at least 12 end balls.  I am severely disappointed and surprised about this.  So maybe another brush would be a better choice."
0,"I got the lightest color and it is still to dark for my skin.. Looks almost orange on my face. I had high hopes for this product, but was highly disappointed instead."
1,"Great coverage for minor facial imperfections. This stuff is great. I also use it to cover up recent scars on my lower legs when wearing shorts. It lasts several hours. You really must also use the special Bare Minerals application brush, it works better than any other brush."
1,I use this leave in after washing my hair and seal with an oil. It softens my hair making it easier to comb; I wouldn't consider this a great detangling solution but it does work well with softening. I also use this almost every other day when moisturizing and sealing - it works great in this scenario as well.*IMPORTANT*This leave-in has a watery consistency. It comes in the standard squeeze bottle so I highly recommend putting it into a spray bottle for ease of application and product conservation.I would recommend this to any that are looking for a leave-in that works and improves hair texture.
1,The Neutrogena Body Oil is very light. I use this when I get out of the shower and within minutes it is absorbed into my skin and my skin is hydrated through out the day. My skin does not feel oily or greasy just soft and smooth. I love that this oil is very lighly scented and does not interfere with my perfume or body spray.
1,"i ordered this and started applying it immediately. My nails are already longer. Awesome product came 2 days after i ordered it, and i would definately reccomend it to someone else."
1,"This is the first product I use in my regime; I follow up with Neutrogena On-The-Spot Acne Treatment Vanishing Cream and then Neutrogena Oil-Free Moisturizer. I did a lot of research on products and I found this to be the best on the market (that of course is on the cheaper side). It is free of many of the chemicals that should NOT be in a cleanser and it is definitely a great buy. I do not buy this on Amazon, I usually just buy it at my local Walmart and buy one at a time, though buying it on here in bulk might not be a bad idea. When I go to the store I'll pay about $5 for just one, so it seems that a pack of 3 on here is overly priced. But anyways, it is a great product that does what is needs to do, clean the dirt off my face! I have sensitive skin so this is a great cleaner that doesn't turn my face red or anything. Also just a tip, I did a lot of research and if you didn't know, you are supposed to splash your face with warm water to open up your pores, dispense the cleanser in your hands and wash for 30-45 seconds, and rinse again with warm water. Be sure when you dry off your face you are NOT wiping your face, you need to pat it gently and let it air-dry for at least 5 minutes before you apply anything else to your face. When using this product once a day, maybe sometimes twice, it lasted me about 4 1/2 months, WOW! For $5, that sure is worth the money. So overall, a great buy, might suggest you buy them at your local Walmart because it seems to be cheaper than buying in bulk."
1,"Mrs. Meyers is the only dish soap I can use that doesn't dry my hands -- this winter is the first since I started doing dishes that I don't have cracked, bleeding hands! I have tried plenty of natural dish soaps, but only Mrs. Meyers is this ""skin-friendly"". The lovely, sweet scent is an added bonus (usually, I have to use unscented products)."
1,"This stuff is a miracle. I have incredibly dry skin from eczema and allergies. Winter is pretty awful for me. My skin, especially my legs, get very dry and itchy. Then I scratch and they hurt. Then I put lotion on and they sting. And I've tried everything, having particular luck with colloidal oatmeal lotions, but they weren't perfect.But this has been a godsend.Even though I use Cetaphil face wash, I would have never thought to try this out but received it in a package of products from Allure called the Allure Beauty Box. After my first use I was in love.It's thick, feels nice going on, doesn't burn, and kept my skin unbelievably healthy. I haven't scratched my legs once all winter for the first time in 25 years. Seriously unbelievable.I can't recommend this enough. Really does what it says!"
1,Essie polish is hard to beat and this color is so hard to beat.  It goes from jeans to an evening gown with no trouble and it lasts well.  Definitely recommended.  Be sure to add a top coat to keep it looking fresh.
1,"This product has a very nice scent and I use it as a natural air freshener. I originally got it to use as a toner and to add to my face masks, but it is nothing special for either. it is the same as using regular water. so it is useless as a toner, but nice for a natural fragrance."
1,"I've been using this on and off from age 18-28. I don't have any wrinkles, and actually have oily skin, but I've always liked how it made my skin feel, and I'm quite picky about moisturizers. However, I've transitioned most of my personal care and beauty products to be free of parabens and other ingredients recognized as harmful by the EWG- Environmental Working Group. I wish they would update their formula to not use parabens!"
1,"I have been using this product for the past few months and my complexion has improved greatly. I love that it's all natural and alcohol-free. The price is affordable and the toner lasts for a few months with constant use. I usually apply the toner to my face, neck, chest and upper back using a cotton swab. I have to say it has also started to help some of blemish marks heal, especially the ones on my face.Other reviewers said that this product helped fight acne when used alone, but I haven't seen that. In fact, I stopped using my usual acne wash and lotion for a month and I broke out severely. This toner reduces the redness and my face doesn't look as blotchy, but alone it did not stop the pimples from forming. Although, I have noticed that my pores are smaller and my skin looks more even than before I started using this toner.It also works well on bruises. Normally, my bruises stay for weeks and slowly make that awful transition from dark blue to green to orange to healed, but with this I've noticed that my bruises heal within days with daily application.I definitely recommend this product to all skin types."
1,Neutrogena produces the best beauty and health products without a doubt. This product has worked wonders for my skin. I will continue to use it for a long time.
1,Great product which blends perfectly with my skin and hair tones.  Leaves soft highlights that look natural and lasts all day.  Shipped quickly.
1,"Nothing special about these gloves.  They work fine and exfoliate well.  Same as you would find in a retail store.  Go for whatever is cheaper, or if you are like me, order from Amazon because you keep forgetting every time you go to the darn store."
1,I keep these in my makeup bag and use them as needed. Great if you smudge a little eyeliner or get a mascara fleck on your cheek or something. I recommend every girl keeping these in her makeup bag :-)
1,"This stuff worked wonders for me on controlling my oily skin. Skin was smooth and fresh. I mainly bought it to control my acne but I can't say that it helped my acne that much. I'm 30 years old with oily, acne prone skin and this came highly recommended. It just didn't do it for me... at all. If you have super stubborn skin & cystic acne, you may need something more."
1,"I love Penny Lane. Oh my I love it. I'm fair skinned and I put this on my apples and orgasm on my cheek bones (round face, so I have both). LOVE."
1,"I love this scrub!  It has a pumpkin spice smell (which you wouldn't expect from citrus scrub, but it's very pleasant) and, as another reviewer mentioned, a little goes a long way.  You just mix a little of the paste with water and scrub away, so you're definately get your moneys worth.  My skin always glows after using it, and I use it about three times a week (give or take).  I highly recommend it, especially if your are debating between this and the Lemon Poppyseed Scrub, I like this one better."
1,I have used this powder for years. It works so well with the dermablend quick fix concealer I use.  It goes on light and lasts for hours. Well worth the money.
1,What a fabulous product!  Very light and smooth and makes my skin look so healthy!  It just feels so wondeful smoothing it on my face - fresh and clean!  I use only Olay products and always will.
1,I use this because lately my skin has been very dry and it is also sensitive.  Some body washes irritate my skin and leave it red.  This aveeno leaves it nice and moisturized without irritating it.
1,"I have been using Philosophy for about a year now, I ran out of my Cleaner and tried another brand .... Never again I cant live with out my Philosophy Purity Made Simple One - Step Facial Cleaner it is worth every penny. Thank you Philosophy."
1,"Need three coats, but easy to apply. The color is different. Depending on the angle and light, it can look like a white frost, a silver frost, a champagne frost, or a gold frost. The variation isn't a problem for me. The problem is that sometimes it almost looks like white paint that has yellowed...if that makes sense. Or like natural nails that have yellowed with a coat of very sheer polish on top so that they shine but you can still see the yellow tone underneath. I do love Essie; it's my absolute favorite brand hands down. I'm just not really sold on this color. (I have fair skin that is neutral in tone. I'm not sure if it would look better on warmer and/or darker skin; I'm thinking probably not. Possibly cooler skin?)Anyway, I found some good reviews on it on the net, which is why I purchased, so you never know. I've also found people who agree with my assessment. It may highly depend on your skin tone whether you can pull it off (which isn't so unusual in nail polish)."
1,"I have an overlapping toe problem. To the point that if I play 18 holes of golf, by the end of it I have a blister where my crooked toe rubs against the other.When I first got this straightener, I could only wear it for 5-10 minutes at a time. For months I questioned it's effectiveness. Was I wasting my time? Was this thing doing any good?  Still I kept trying to wear it for longer and longer periods of time. Now I can wear it for just over 3 hours. The best news of all: my toe is getting straighter! I wear it inside my golf shoes now and even in my running shoes. I can't wear it through the night yet because after 3 hours I wake up from it. Not that the pain in unbearable or anything like that, it's only a slight pain but it's enough to wake me up. My goal is to keep doing what I'm doing and work up to being able to wear it for 8 hours at a time. Once I get to the point where I can sleep with it on, I think I will be set.Long story short, it works! But you have to be diligent and keep at it. It took me months of wearing it before I finally notice my toe was indeed getting straighter.Good luck, my fellow toe sufferers!"
1,"I'm In love with this amber butter. I want more. I need more. I can't stop smelling it and myself.I wish I had a gallon of it. It came fast and the container is nice.  LOVE, LOVE, LOVE."
1,"I love this stuff. I use it as a facial lotion. This tub has lasted me over a year and I use it on a daily basis. I have extremely sensitive skin and this lotion hasn't irritated my face at all. It also has NO smell at all, no weird chemical smells or anything. It goes on a tad bit greasy if you use too much, but it quickly absorbs. It also doesn't irritate my acne. When I don't use this product, my face gets really dry like it usually does, but it works great when I use it. If I had to pick a con, it would be that I hate that this product is in a tub.....since it lasts so long, I don't like the thought of dipping my hands into a tub, it feels unsanitary. If you accidentally forget to put the lid on, the product gets hard at the top......either way, whatever. It still works great."
1,"I've used this for years first thing in the morning instead of washing my face, which I do at night.  I have never had any adverse reaction and my skin is sensitive.  I see some reviews fussing about the small 14% amount of alcohol, but it has never bothered me nor stung when applied.  It cleans a little tones and doesn't leave my face tight at all."
1,"I really, REALLY like Mrs. Meyer's basil hand soap. I love the price point and ingredients. I like the (semi-masculine/unisex) scent and packaging a lot. It's not overly drying and very much appropriate any place in the home. This is one of my top 5 hand soaps!"
1,Great Hair dyer. It works for all of our family with no complaints. We have hair ranging from short to long thin to thick. The extra attachments are nice as well. no complaints from this family.
1,I've tried many face lotions but seems like I have to apply more than once to get the effect that I like. With this product all I have to do is apply once and I'm good for the whole day. Recommend this face lotion its the best!!!
1,"By itself, this nail color is a bit streaky as are most sheers, but as recommended on Essie's website, a coat of Vanity Fairest followed by a coat of Essie's Mademoiselle and a topcoat creates a nice, clean look. I wear this combination all the time and get a lot of compliments on my nails. It stays nice for about a week without touch up."
0,"As a young adult, I have acne-prone skin with some enlarged pores around around my nose. I bought this hoping it would help clear me up, when, in fact, it did quite the opposite. When I first squeezed some into my hand I noticed that it had a very chemically odor. After I used it and rinsed my face, as soon as I opened my eyes they burned like I had just been rubbing peppers on them, so I rinsed, rinsed, rinsed some more until the burning stopped. My face felt clean, but smelled like chemicals, and in the morning I woke up with a few new zits. I wasn't sure the cleanser was causing the breakout, so I kept using it. I slowly developed terrible acne and had to stop using it. About a week after I did, I was back to normal. I gave this cleanser to my sister to try and she had very good results, but stopped using it because she was concerned about the chemical odor. I would not recommend a product that has the potential to cause the problems I experienced."
1,"OPI nail polish is my absolute favorite!The color for this nail polish was more in the pink family than purple. Nevertheless,it comes out beautifully."
1,"I think this is great for the skin,  I use it  2 times a day in the morning and at night time. It speeds cell recovery and heals your skin, just dont put t much on your face. To end this review all I have to say is that this product is good for just about any skin problem."
1,I don't really like the smell of this... at all. Actually its horrible but it is the one thing that will help scalp build up or dandruff almost immediately so its worth the nasty smell.
1,This night cream is amazingly smooth. My face feels moisturized but not oily. It smells so good and I can honestly say that I have seen the wrinkles on my forehead smooth out. I love it!!!
1,I use this frequently at night.  Then wash off in the morning.  It does have just a little burning sensation.  After 30 minutes to an hour I layer a face lotion (with a little almond oil) on top for hydration.  I feel this  keeps my skin looking fresh and smooth.
1,"I dug this stuff out from under my cabinet...I had vowed never to use Clean and Clear again after my disaster breakout with the blackhead cleanser. But since this had no beads to irritate my skin, I decided to give it a try and it really worked!! 2 days after putting it on once or twice daily, I could see breakouts that were starting to come had faded, and my blackheads were actually disappearing from my nose! There's a little bit of a stingy feeling, and if you get it in your eyes it hurts like a bitch, and your face is pretty red afterward, I'm assuming from the chemical contents. But it makes your skin smooth as a baby's bottom if you use it everyday, so your skin has a daily regimen and can fight breakouts. I highly recommend and will be back to buy more&lt;3 I'm a 15 year old girl if that helps."
0,"I think this is because Dena Alcohol is one of the main ingredients listed in it formula and it really does irritates my eyes. hope that they would make an alcohol free eye products, because the same irritation I feel it whenver I put the Master Drama eyeline on my inner rim."
1,"I love this scent and would probably buy again.  However, I am only guessing because it is just a toilette spray, the scent does not last as long as I would like it to that is why I gave it 4 stars.  The price was right and delivery was fast."
1,"This handcream is divine- it makes my hands really soft and it smells incredible. My favorite scent is Camille, but the others I tried also smelled pretty good."
0,"I wonder why have they allowed this thing to be on the shelf. Please try this product but a slight brush on ur nail and , u wud have hatred towards it. thankfully i tried it before trying it on my child. I think better is trying to encourage your child out of it.I wonder why isnt there negative rating"
1,"Instant Heat Curling Iron, 1 1/2-Inch it work"
0,"I don't know why everyone is complaining about the faint smell. Yes, it is faint when you open the bottle cap and sniff it. Once you dab it on you - just a quarter size and let it sit and go into your skin, the fragrance will start to grow. Initially when you first buy the perfume, you may need to put on about 12"" of it on your body to detect the scent. Then go out for a day or so (walk around in the fresh air) and you'll start to notice the scent. After your nose can delineate between the fresh air and the scent, you'll notice that the scent is actually quite strong. Later, just a dab will last you 48 hours - through showers and repeated hand washing / dish washing.This fragrance reminds me of my Kindergarten teachers and older women in their late 30s up to 60s wearing this stuff. This is definitely not for women in their 20s, as it smells too ""motherly"" and ""married."" It's a comforting, sweet scent, but it smells old, as in a popular scent that we grew up with when we were little, so it lends itself as an older woman scent from the last generation."
1,"When our daughter had surgery last fall, she wasn't able to stand long enough to shower, and had gauze dressings that couldn't get wet.  I had been sponge bathing her, but her long hair desperately needed washing.  I picked up a bottle of this no-rinse shampoo at Walmart.I was able to massage it through her hair and then towel it dry, and get a comb through her matted hair.  It did remove most of the oil and made her hair smell better, although of course it wasn't as nice as an actual shampoo.  However, when you don't have a choice about being able to shower, this is a good option.  She felt better just having her hair somewhat clean and brushed after a week of lying there.I would recommend this if you are caring for someone who can't take a regular shower or bath, but wouldn't recommend it for a way to skip shampooing if you're able to shampoo."
1,"Like most people, I was sucked in by the cheesy name. The blush provides a nice glow a little more on the coral/pink side than posie/pink like it may seem from the photo. Wears well all evening and, true to name, gives a nice iridescent orgasmic glow ;-)."
1,Love the way this parfum smells.  It is the best and this is the best deal on amazon.  This is the only place I will buy parfume from.
1,"I really love this color, its so classy and classic, looks great on the toes and fingers, don't hesitate to add this color to your collection. It is not like any of the reds I already had."
0,"I tried using this with almost every nail polish I have.... and no matter what, it would not work!!! My nail polish last MUCH longer with no base coat!!!! This stuff seems to make the nail polish come off faster! :'( very disappointed I wasted my money on this"
1,Product is not greasy and has a nice tint to it. Works great under my makeup and doesn't feel greasy or look shiny.
1,"I tried this out yesterday and WOW. My skin felt much cleaner, and a lot of the redness on my cheeks and chin disappeared too! The only downside was that it was a little hard to clean off; I had to use my toner afterwards to get rid of all of it, and I didn't see any real reduction in the size of my pores (you can't actually reduce pore size, but if they are very clogged they'll look bigger). It's very smooth compared to other clay masks I've tried, and goes on quite thick so you don't need very much of it. It also will pull any pimples that are forming to the surface, so it might look like you're breaking out; actually, it's just speeding the process along, and if you're using a good topical treatment they should heal faster. (I would personally recommend the Clean & Clear Persa-Gel and the Popped Pimple Relief Gel Pen; the Persa-Gel really helps to speed up the healing process and the Popped Pimple Relief Gel reduces redness and any pain you might suffer from pimples around the nose or lips.)With that being said, it took a very long time to ship and it looked like the tube had been squashed a few times in-transit; might have been a better idea to use a box instead of a shipping bag.Update: Several weeks after using it every Saturday morning, I've noticed that a lot of the redness in my cheeks and chin has vanished! Bye-bye green concealer!"
1,"I use Vanicream after the Free and Clear cleanser, and I tell you what it's the best combo for my dry skin that I've used so far!  This cream has a nice and thick consistency that is not greasy and it absorbs wonderfully! I will get more of this for sure!"
0,"at first it smelled like mango and it was OK. But when I used it in shower, it smelled different - I can't describe it but it smelled like something not fresh and stale&#8230; I don't know, other people might like it, but I don't. I can stand up with this smell until I use this whole 32 ounce bottle up."
1,"I have used many brands of facial cream, both day and night. I discovered this one while trying to lower the amount of money I shell out each month on beauty products. I am happy to have found it, and I have bought several jars now. It is not greasy and absorbs well. I feel like my skin looks and feels more hydrated after using this for a couple of weeks. I have issues with strong fragrances and oily products and have not had a problem with this in either regard. I would definitely recommend this product. It works well and it won't break the bank!"
1,"After one month of daily use, here is my verdict:  This stuff works.  It's not magic, it's not a miracle, it doesn't transform every wrinkle and age spot.  But it makes your skin look BETTER than before, which is all we can really hope for, isn't it?I've noticed a somewhat dramatic change in the fine lines around my eyes (no, I don't use a separate eye cream).  They are smoother and much less noticeable.  The few age spots I've developed seem to be lighter.  Overall, looking at my face in the mirror now, I sometimes have to do a double-take because my skin looks so much better and brighter.  The permanent dark circles under my eyes are even lighter.I have acne prone skin and I was nervous about using a new moisturizer, but quickly found that my skin actually CLEARED UP while using this product.  Likely, it was due to my regimented focus on skin care in general, but this did NOT contribute to any breakouts at all.This is one product I can see myself using for a very long time.Update:  Four years later, and I'm still using this product regularly.  I stopped for a few months at one point and found my skin started to look somewhat dull.  Being in my 40s, this is prime aging time, but I don't feel that my face is betraying me anymore.  I have to give Olay a little bit of the credit."
1,"Over all I really like this product.  It sprays on fairly easily and has a natural matte finish.  My hair looks much thicker and fuller right away.  It also helps hold back-combing (teasing) in my hair.  Typically what I do is spray it on after blow drying & Curling (if I curl that day).  I spray at the roots especially near the front of my hairline where it is thinning.  I will then go in and do some back-combing for extra volume at the roots. I will then finish with a light hair spray.Some helpful tips when using this product:Shake it really good before applying.  Don't over apply and hold the can about 6"" from where you want to spray.  Don't use this in a hairstyle in-which you'll be running your fingers through your hair.  It will rub off on your hands.  If you're using a good amount on your head, either wash your hair before bed or use an old pillow case since it may rub off on your pillow.  Also for women who wear makeup, apply this product before you apply your makeup.  You may get some on your forehead if you are spraying near your hairline.  I simply used a damp tissue to wipe off my forehead after spraying and before applying my makeup.This would be an great product for women's up-do's for women with finner hair! It really gives the allusion of fuller thicker hair!Here are the Pros and Cons...Pros: It gives a nice even color with added thickness.  It doesn't clump on the scalp like some of the colored powders I have used, do sometimes.Cons:  The smell is just Okay for me.  Its not good but not terrible either. It can be messy when applying and will rub off on your fingers pillows or whatever touches it."
1,"This just didn't look very natural on me no matter how I applied it. I will try other colors, but Copacabana was a dud for me."
